Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2491,1,3,39,606,39,39,39.0,0.0,407,39,202.0,187.56065690000003,258932.1558,1605.7808109999999,830.3333332999999,1197.2728730000001,2209,52,0,0.0,0.0,0,0,2491,1245.5,1436.133873,2261,230,0,0,8,24,401.4452027,1204.335608,39,407,136.8,159.8755766,25560.2,0,0,0,0,0,0,0,0,3,171.0,39.0,202.0,1,37,3,779,1,0,0.0,0.0,0,0,0.0,0.0,0,0
1476,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1355.01355,1476.0,0.0,1476,1476,0,0.0,0.0,0,0,1476,1476.0,0.0,1476,1476,0,0,0,40,0.0,1355.01355,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,94,5,905,0,0,0.0,0.0,0,0,0.0,0.0,0,0
15,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,15,15.0,0.0,15,15,0,0,0,0,0.0,133333.3333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
15,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,15,15.0,0.0,15,15,0,0,0,0,0.0,133333.3333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
34,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,34,34.0,0.0,34,34,0,0,0,0,0.0,58823.52941,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
19,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,19,19.0,0.0,19,19,0,0,0,0,0.0,105263.1579,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
4152,1,3,30,422,30,30,30.0,0.0,248,30,140.66666669999998,109.0382196,108863.1985,963.3911367999999,1384.0,2209.785284,3935,59,0,0.0,0.0,0,0,4152,2076.0,2712.461613,3994,158,0,0,8,24,240.84778419999998,722.5433526,30,248,96.4,98.07548114,9618.8,0,0,0,0,0,0,0,0,3,120.5,30.0,140.66666669999998,1,36,3,610,1,0,0.0,0.0,0,0,0.0,0.0,0,0
950613,10,10,3195,2563,880,0,319.5,407.8093918,1204,0,256.3,501.582396,6057.144179999999,21.03905585,50032.26316,91811.25631,306491,14,918839,102093.2222,133024.3229,349369,150,853219,94802.11111,129693.7202,323882,505,0,0,200,224,10.51952793,10.51952793,0,1204,274.19047620000003,439.3148779,192997.5619,0,1,0,0,0,0,0,0,1,287.9,319.5,256.3,10,3195,10,2563,6,0,0.0,0.0,0,0,0.0,0.0,0,0
2799,1,3,40,472,40,40,40.0,0.0,269,40,157.33333330000002,114.60511909999998,182922.4723,1429.081815,933.0,1431.054506,2585,74,0,0.0,0.0,0,0,2799,1399.5,1781.201982,2659,140,0,0,8,24,357.2704537,1071.811361,40,269,110.4,103.42775259999999,10697.3,0,0,0,0,0,0,0,0,3,138.0,40.0,157.33333330000002,1,32,3,559,1,0,0.0,0.0,0,0,0.0,0.0,0,0
4137,1,3,34,768,34,34,34.0,0.0,501,34,256.0,234.3480318,193860.2852,966.8842156,1379.0,1194.389802,2401,66,0,0.0,0.0,0,0,4137,2068.5,563.5641046000001,2467,1670,0,0,8,24,241.7210539,725.1631617,34,501,167.2,205.5351551,42244.7,0,0,0,0,0,0,0,0,3,209.0,34.0,256.0,2,19500,2,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3304,1,3,32,502,32,32,32.0,0.0,345,32,167.33333330000002,160.736845,161622.27599999998,1210.6537529999998,1101.333333,1532.829519,2864,81,0,0.0,0.0,0,0,3304,1652.0,1828.5781359999999,2945,359,0,0,8,24,302.6634383,907.9903148,32,345,113.2,135.6934044,18412.7,0,0,0,0,0,0,0,0,3,141.5,32.0,167.33333330000002,1,38,3,826,1,0,0.0,0.0,0,0,0.0,0.0,0,0
83,1,1,207,215,207,207,207.0,0.0,215,215,215.0,0.0,5084337.348999999,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8,8,12048.19277,12048.19277,207,215,212.33333330000002,4.618802154,21.33333333,0,0,0,0,0,0,0,0,1,318.5,207.0,215.0,1,34,3,770,1,0,0.0,0.0,0,0,0.0,0.0,0,0
18,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,18,18.0,0.0,18,18,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
99015686,28,36,2188,1328,225,0,78.14285714,79.64677309999999,225,0,36.88888889,58.91484304,35.50952523,0.646362234,1571677.5559999999,6028473.323,31800000,1,99000000,3667176.778,8870955.034,31800000,122,99000000,2829019.6,7914475.4120000005,31800000,1,0,0,560,720,0.282783477,0.36357875700000003,0,225,57.55384615,73.7438622,5438.157212,0,0,0,1,1,0,0,0,1,58.453125,78.14285714,36.88888889,1,0,3,31,23,0,134787.4,64766.81032999999,250594,104566,19600000.0,10900000.0,31800000,6816553
16268532,15,19,6864,7450,1111,0,457.6,517.3382149,1213,0,392.10526319999997,573.8695065,879.8581212000001,2.0899242780000002,492985.8182,1846723.5590000001,10000000,11,12300000,877769.7143,2642171.4269999997,10000000,1454,16300000,903807.3333,2690671.485,11000000,2194,0,0,300,404,0.9220254170000001,1.1678988609999998,0,1213,408.9714286,539.1428102000001,290674.9697,0,1,0,0,0,0,0,0,1,421.0,457.6,392.10526319999997,15,6864,19,7450,8,0,1278825.0,0.0,1278825,1278825,10000000.0,0.0,10000000,10000000
2628,1,3,30,454,30,30,30.0,0.0,280,30,151.33333330000002,125.1612294,184170.4718,1522.070015,876.0,1327.8249130000002,2409,86,0,0.0,0.0,0,0,2628,1314.0,1670.186217,2495,133,0,0,8,24,380.51750380000004,1141.5525109999999,30,280,102.8,110.67610400000001,12249.2,0,0,0,0,0,0,0,0,3,128.5,30.0,151.33333330000002,2,0,1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
17,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,17,17.0,0.0,17,17,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
25125137,19,23,7811,7888,1559,0,411.10526319999997,540.9375497999999,4096,0,342.9565217,859.2602251000001,624.8324137999999,1.671632676,612808.2195,1897427.435,10000000,1,15100000,838944.2222,1657677.7969999998,4995234,335,25100000,1142051.682,2500194.4280000003,10000000,1,0,0,380,484,0.756214782,0.9154178940000001,0,4096,365.0930233,718.7132952000001,516548.8007,0,1,0,0,0,0,0,0,1,373.7857143,411.10526319999997,342.9565217,2,0,1,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0
17,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,17,17.0,0.0,17,17,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
4965,1,3,39,1027,39,39,39.0,0.0,502,39,342.3333333,262.8161588,214702.9204,805.6394763,1655.0,2719.386144,4795,66,0,0.0,0.0,0,0,4965,2482.5,3363.7069579999998,4861,104,0,0,8,24,201.40986909999998,604.2296073,39,502,221.0,249.27795730000003,62139.5,0,0,0,0,0,0,0,0,3,276.25,39.0,342.3333333,2,31,2,46,1,0,0.0,0.0,0,0,0.0,0.0,0,0
71,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,71,71.0,0.0,71,71,0,0,0,0,0.0,28169.01408,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
25,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,25,25.0,0.0,25,25,0,0,0,0,0.0,80000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
519,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3853.564547,519.0,0.0,519,519,0,0.0,0.0,0,0,519,519.0,0.0,519,519,0,0,0,0,0.0,3853.564547,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
10075,3,3,13000,0,7800,0,4333.333333,3971.565602,0,0,0.0,0.0,1290322.581,595.5334988,2015.0,3811.869489,8804,26,9741,4870.5,5562.809048,8804,937,10075,5037.5,5810.296421,9146,929,0,0,60,60,297.7667494,297.7667494,0,7800,1857.142857,3259.272487,10600000.0,0,0,0,0,1,0,0,0,1,2166.666667,4333.333333,0.0,23,1067,26,65137,2,0,0.0,0.0,0,0,0.0,0.0,0,0
17,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,17,17.0,0.0,17,17,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3346,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,597.7286312000001,3346.0,0.0,3346,3346,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,298.86431560000005,298.86431560000005,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
61,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,61,61.0,0.0,61,61,0,0,0,0,0.0,32786.88525,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
5740,3,3,7800,0,6500,0,2600.0,3439.4767039999997,0,0,0.0,0.0,1358885.017,1045.296167,1148.0,2305.682003,5267,14,5599,2799.5,3489.5719649999996,5267,332,5740,2870.0,3600.5877299999997,5416,324,0,0,60,60,522.6480836000001,522.6480836000001,0,6500,1114.285714,2423.790813,5874761.905,0,0,0,0,1,0,0,0,1,1300.0,2600.0,0.0,18,1067,20,44337,2,0,0.0,0.0,0,0,0.0,0.0,0,0
18,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,18,18.0,0.0,18,18,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
91604987,9,15,545,495,105,0,60.55555556,36.4901052,105,0,33.0,43.41658669,11.35309369,0.26199447,3982825.522,13700000.0,58500000,293,91500000,11400000.0,22100000.0,58500000,293,91600000,6540035.786,17200000.0,58500000,985,0,0,180,300,0.098247926,0.163746544,0,105,45.8,43.28394622,1873.5,0,0,0,1,1,0,0,0,1,47.70833333,60.55555556,33.0,9,545,15,495,8,0,396316.5,226615.7026,556558,236075,45400000.0,18600000.0,58500000,32200000
1851,5,7,9100,3900,3900,0,1820.0,1971.547615,3900,0,557.1428571,1474.0614449999998,7023230.686000001,6482.982172,168.2727273,242.1937616,752,7,1525,381.25,298.89281800000003,766,144,1851,308.5,275.6807937,774,20,0,0,100,140,2701.2425719999997,3781.7396,0,3900,1300.0,1838.477631,3380000.0,0,0,0,1,1,0,0,0,1,1408.333333,1820.0,557.1428571,1,40,3,472,3,0,0.0,0.0,0,0,0.0,0.0,0,0
2979,1,3,30,435,30,30,30.0,0.0,294,30,145.0,135.2442235,156092.6485,1342.7324609999998,993.0,1319.810214,2500,43,0,0.0,0.0,0,0,2979,1489.5,1489.873988,2543,436,0,0,8,24,335.6831151,1007.0493449999999,30,294,99.0,114.5120081,13113.0,0,0,0,0,0,0,0,0,3,123.75,30.0,145.0,3,31,1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
67,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,67,67.0,0.0,67,67,0,0,0,0,0.0,29850.74627,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
55,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.636360000004,55.0,0.0,55,55,0,0.0,0.0,0,0,55,55.0,0.0,55,55,0,0,0,0,0.0,36363.636360000004,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
2776,0,2,0,349,0,0,0.0,0.0,315,34,174.5,198.6970055,125720.4611,720.4610951000001,2776.0,0.0,2776,2776,0,0.0,0.0,0,0,2776,2776.0,0.0,2776,2776,0,0,0,16,0.0,720.4610951000001,34,315,127.66666670000001,162.2354256,26320.33333,0,0,0,0,0,0,0,0,0,191.5,0.0,174.5,1,32,3,559,0,0,0.0,0.0,0,0,0.0,0.0,0,0
2865,1,3,36,610,36,36,36.0,0.0,419,36,203.33333330000002,196.0212574,225479.9302,1396.160558,955.0,1336.088695,2494,92,0,0.0,0.0,0,0,2865,1432.5,1631.295344,2586,279,0,0,8,24,349.04013960000003,1047.1204189999999,36,419,136.4,166.1694918,27612.3,0,0,0,0,0,0,0,0,3,170.5,36.0,203.33333330000002,0,0,3,123,1,0,0.0,0.0,0,0,0.0,0.0,0,0
3222,1,3,30,422,30,30,30.0,0.0,248,30,140.66666669999998,109.0382196,140285.5369,1241.464929,1074.0,1435.7085359999999,2717,61,0,0.0,0.0,0,0,3222,1611.0,1650.387227,2778,444,0,0,8,24,310.36623219999996,931.0986965,30,248,96.4,98.07548114,9618.8,0,0,0,0,0,0,0,0,3,120.5,30.0,140.66666669999998,3,31,1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
41,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,41,41.0,0.0,41,41,0,0,0,0,0.0,48780.4878,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
4724,1,3,36,613,36,36,36.0,0.0,397,36,204.33333330000002,181.7259842,137383.5732,846.7400508,1574.666667,2534.39743,4501,87,0,0.0,0.0,0,0,4724,2362.0,3148.03939,4588,136,0,0,8,24,211.6850127,635.0550381,36,397,137.0,158.15498730000002,25013.0,0,0,0,0,0,0,0,0,3,171.25,36.0,204.33333330000002,2,0,1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
11704,6,5,13000,0,5200,0,2166.666667,2122.89111,0,0,0.0,0.0,1110731.374,939.8496241,1170.4,3054.831736,9810,-49,11646,2329.2,4202.2040289999995,9810,2,11207,2801.75,4753.2324,9893,4,0,0,120,100,512.6452495,427.20437460000005,0,5200,1083.333333,1824.4966100000001,3328787.8789999997,0,0,0,0,1,0,0,0,0,1181.818182,2166.666667,0.0,14,1067,16,28737,4,0,0.0,0.0,0,0,0.0,0.0,0,0
4208,1,3,35,444,35,35,35.0,0.0,295,35,148.0,133.2929105,113830.7985,950.5703422,1402.666667,1985.691148,3686,80,0,0.0,0.0,0,0,4208,2104.0,2350.422941,3766,442,0,0,8,24,237.64258560000002,712.9277567,35,295,102.8,112.7572614,12714.2,0,0,0,0,0,0,0,0,3,128.5,35.0,148.0,1,34,3,647,1,0,0.0,0.0,0,0,0.0,0.0,0,0
5125,1,3,36,610,36,36,36.0,0.0,419,36,203.33333330000002,196.0212574,126048.7805,780.4878049,1708.3333329999998,2689.649853,4814,137,0,0.0,0.0,0,0,5125,2562.5,3377.8490939999997,4951,174,0,0,8,24,195.12195119999998,585.3658537,36,419,136.4,166.1694918,27612.3,0,0,0,0,0,0,0,0,3,170.5,36.0,203.33333330000002,1,36,3,610,1,0,0.0,0.0,0,0,0.0,0.0,0,0
28,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,28,28.0,0.0,28,28,0,0,0,0,0.0,71428.57143,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3053,1,3,32,502,32,32,32.0,0.0,345,32,167.33333330000002,160.736845,174909.9247,1310.186702,1017.666667,1429.120475,2659,49,0,0.0,0.0,0,0,3053,1526.5,1670.8933240000001,2708,345,0,0,8,24,327.54667539999997,982.6400262,32,345,113.2,135.6934044,18412.7,0,0,0,0,0,0,0,0,3,141.5,32.0,167.33333330000002,4,77,3,92,1,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
55,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.636360000004,55.0,0.0,55,55,0,0.0,0.0,0,0,55,55.0,0.0,55,55,0,0,0,0,0.0,36363.636360000004,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
15132844,8,9,978,2845,517,0,122.25,213.283681,2677,0,316.1111111,886.4763737,252.6293141,1.123384342,945802.75,2627486.141,10100000,12,11200000,1603938.2859999998,3759251.3789999997,10100000,1843,15100000,1891605.5,3964514.952,11100000,3126,0,0,160,204,0.528651455,0.594732887,0,2677,212.38888889999998,633.0173437999999,400710.9575,0,1,0,0,0,0,0,0,1,224.8823529,122.25,316.1111111,8,978,9,2845,3,0,134761.0,0.0,134761,134761,10100000.0,0.0,10100000,10100000
18,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,18,18.0,0.0,18,18,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
2979,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1007.0493449999999,1489.5,1817.971534,2775,204,2775,2775.0,0.0,2775,2775,0,0.0,0.0,0,0,0,0,40,20,671.3662303,335.6831151,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,6,599,6,156,0,0,0.0,0.0,0,0,0.0,0.0,0,0
32,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,32,32.0,0.0,32,32,0,0,0,0,0.0,62500.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3428,1,3,32,559,32,32,32.0,0.0,438,32,186.33333330000002,219.8052168,172403.734,1166.861144,1142.666667,1619.6655,3007,82,0,0.0,0.0,0,0,3428,1714.0,1944.543648,3089,339,0,0,8,24,291.71528589999997,875.1458575999999,32,438,124.6,176.9259732,31302.8,0,0,0,0,0,0,0,0,3,155.75,32.0,186.33333330000002,1,40,3,472,1,0,0.0,0.0,0,0,0.0,0.0,0,0
111916152,285,413,92708,389206,2110,0,325.29122810000007,489.1775824,30660,0,942.3874092,2354.111887,4306.027247999999,6.236812002000001,160568.3673,897720.9637,15500000,-131,112000000,394056.5106,1375118.4719999998,15500000,2,112000000,271541.7306,1155570.895,15500000,1,0,0,5700,8284,2.5465493130000003,3.690262689,0,30660,689.4334763999999,1860.419897,3461162.191,0,1,0,0,0,0,0,0,1,690.4212034,325.29122810000007,942.3874092,285,92708,413,389206,203,0,13900000.0,9582195.328,21500000,286328,9617603.75,4597814.794,15500000,5266976
47,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,47,47.0,0.0,47,47,0,0,0,0,0.0,42553.19149,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
5613,1,3,30,454,30,30,30.0,0.0,280,30,151.33333330000002,125.1612294,86228.39836,712.6313914,1871.0,1652.930428,3778,849,0,0.0,0.0,0,0,5613,2806.5,2768.323048,4764,849,0,0,8,24,178.1578479,534.4735436000001,30,280,102.8,110.67610400000001,12249.2,0,0,0,0,0,0,0,0,3,128.5,30.0,151.33333330000002,0,0,2,392,1,0,0.0,0.0,0,0,0.0,0.0,0,0
18,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,18,18.0,0.0,18,18,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
29,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,29,29.0,0.0,29,29,0,0,0,0,0.0,68965.51724,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
4056,1,3,32,502,32,32,32.0,0.0,345,32,167.33333330000002,160.736845,131656.8047,986.1932939,1352.0,1245.476214,2561,73,0,0.0,0.0,0,0,4056,2028.0,857.0134188,2634,1422,0,0,8,24,246.54832349999998,739.6449704,32,345,113.2,135.6934044,18412.7,0,0,0,0,0,0,0,0,3,141.5,32.0,167.33333330000002,23,2064,27,1977,1,0,0.0,0.0,0,0,0.0,0.0,0,0
1741,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,44227.45549,2297.530155,580.3333332999999,505.6246961,1030,33,33,33.0,0.0,33,33,1030,1030.0,0.0,1030,1030,0,0,40,40,1148.765078,1148.765078,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,2,31,2,46,1,0,0.0,0.0,0,0,0.0,0.0,0,0
23515,1,3,30,454,30,30,30.0,0.0,280,30,151.33333330000002,125.1612294,20582.60685,170.1041888,7838.333333,11525.07719,21079,60,0,0.0,0.0,0,0,23515,11757.5,13182.59172,21079,2436,0,0,8,24,42.5260472,127.5781416,30,280,102.8,110.67610400000001,12249.2,0,0,0,0,0,0,0,0,3,128.5,30.0,151.33333330000002,14,1248,17,1083,1,0,0.0,0.0,0,0,0.0,0.0,0,0
27,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,27,27.0,0.0,27,27,0,0,0,0,0.0,74074.07407,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3202,1,3,30,454,30,30,30.0,0.0,280,30,151.33333330000002,125.1612294,151155.5278,1249.2192380000001,1067.333333,1802.0700129999998,3148,3,0,0.0,0.0,0,0,3202,1601.0,2259.913273,3199,3,0,0,8,24,312.30480950000003,936.9144285,30,280,102.8,110.67610400000001,12249.2,0,0,0,0,0,0,0,0,3,128.5,30.0,151.33333330000002,2,31,2,46,1,0,0.0,0.0,0,0,0.0,0.0,0,0
